game_date,visitor,visitor_score,home,home_score,ot,shootout
2009-02-26,Anaheim Ducks,0,Boston Bruins,6,FALSE,FALSE
2009-02-26,Buffalo Sabres,1,Carolina Hurricanes,2,FALSE,TRUE
2009-02-26,St. Louis Blues,3,Dallas Stars,1,FALSE,FALSE
2009-02-26,Columbus Blue Jackets,1,Edmonton Oilers,0,FALSE,FALSE
2009-02-26,Colorado Avalanche,0,New Jersey Devils,4,FALSE,FALSE
2009-02-26,Phoenix Coyotes,1,Nashville Predators,4,FALSE,FALSE
2009-02-26,Toronto Maple Leafs,5,New York Islanders,4,FALSE,TRUE
2009-02-26,Florida Panthers,2,New York Rangers,1,FALSE,FALSE
2009-02-26,San Jose Sharks,2,Ottawa Senators,1,FALSE,FALSE
2009-02-26,Atlanta Thrashers,3,Washington Capitals,4,FALSE,FALSE
2009-02-27,Minnesota Wild,1,Calgary Flames,4,FALSE,FALSE
2009-02-27,Pittsburgh Penguins,5,Chicago Blackhawks,4,TRUE,FALSE
2009-02-27,Los Angeles Kings,1,Detroit Red Wings,2,FALSE,FALSE
2009-02-27,Montreal Canadiens,4,Philadelphia Flyers,3,TRUE,FALSE
2009-02-27,Tampa Bay Lightning,1,Vancouver Canucks,2,FALSE,FALSE
2009-02-28,Carolina Hurricanes,3,Atlanta Thrashers,5,FALSE,FALSE
2009-02-28,Washington Capitals,4,Boston Bruins,3,TRUE,FALSE
2009-02-28,Anaheim Ducks,4,Dallas Stars,3,FALSE,FALSE
2009-02-28,Minnesota Wild,2,Edmonton Oilers,3,FALSE,FALSE
2009-02-28,San Jose Sharks,2,Montreal Canadiens,3,FALSE,FALSE
2009-02-28,Florida Panthers,2,New Jersey Devils,7,FALSE,FALSE
2009-02-28,Detroit Red Wings,0,Nashville Predators,8,FALSE,FALSE
2009-02-28,Buffalo Sabres,0,New York Islanders,2,FALSE,FALSE
2009-02-28,Colorado Avalanche,1,New York Rangers,6,FALSE,FALSE
2009-02-28,Toronto Maple Leafs,4,Ottawa Senators,3,TRUE,FALSE
2009-02-28,St. Louis Blues,3,Phoenix Coyotes,1,FALSE,FALSE
2009-03-01,Tampa Bay Lightning,8,Calgary Flames,6,FALSE,FALSE
2009-03-01,Los Angeles Kings,2,Chicago Blackhawks,4,FALSE,FALSE
2009-03-01,Pittsburgh Penguins,4,Dallas Stars,1,FALSE,FALSE
2009-03-01,Philadelphia Flyers,0,New Jersey Devils,3,FALSE,FALSE
2009-03-01,Columbus Blue Jackets,1,Vancouver Canucks,3,FALSE,FALSE
2009-03-01,Florida Panthers,6,Washington Capitals,2,FALSE,FALSE
2009-03-02,Colorado Avalanche,2,New York Islanders,4,FALSE,FALSE
2009-03-03,Florida Panthers,4,Atlanta Thrashers,3,FALSE,FALSE
2009-03-03,Philadelphia Flyers,4,Boston Bruins,2,FALSE,FALSE
2009-03-03,Los Angeles Kings,4,Columbus Blue Jackets,5,FALSE,FALSE
2009-03-03,Anaheim Ducks,2,Chicago Blackhawks,3,TRUE,FALSE
2009-03-03,Edmonton Oilers,5,Nashville Predators,6,TRUE,FALSE
2009-03-03,Calgary Flames,6,Ottawa Senators,3,FALSE,FALSE
2009-03-03,Dallas Stars,4,San Jose Sharks,1,FALSE,FALSE
2009-03-03,Detroit Red Wings,5,St. Louis Blues,0,FALSE,FALSE
2009-03-03,Pittsburgh Penguins,3,Tampa Bay Lightning,1,FALSE,FALSE
2009-03-03,New Jersey Devils,3,Toronto Maple Leafs,2,TRUE,FALSE
2009-03-03,Minnesota Wild,2,Vancouver Canucks,4,FALSE,FALSE
2009-03-03,Carolina Hurricanes,5,Washington Capitals,2,FALSE,FALSE
2009-03-04,Montreal Canadiens,1,Buffalo Sabres,5,FALSE,FALSE
2009-03-04,Detroit Red Wings,3,Colorado Avalanche,2,FALSE,FALSE
2009-03-05,Phoenix Coyotes,2,Boston Bruins,1,FALSE,FALSE
2009-03-05,Pittsburgh Penguins,4,Florida Panthers,1,FALSE,FALSE
2009-03-05,Dallas Stars,4,Los Angeles Kings,5,TRUE,FALSE
2009-03-05,Columbus Blue Jackets,2,Nashville Predators,4,FALSE,FALSE
2009-03-05,New York Rangers,4,New York Islanders,2,FALSE,FALSE
2009-03-05,Edmonton Oilers,2,Ottawa Senators,4,FALSE,FALSE
2009-03-05,Calgary Flames,5,Philadelphia Flyers,1,FALSE,FALSE
2009-03-05,Minnesota Wild,4,San Jose Sharks,3,TRUE,FALSE
2009-03-05,Toronto Maple Leafs,2,Washington Capitals,1,FALSE,FALSE
2009-03-06,Dallas Stars,3,Anaheim Ducks,2,FALSE,FALSE
2009-03-06,Montreal Canadiens,0,Atlanta Thrashers,2,FALSE,FALSE
2009-03-06,Phoenix Coyotes,1,Buffalo Sabres,5,FALSE,FALSE
2009-03-06,Calgary Flames,1,Carolina Hurricanes,6,FALSE,FALSE
2009-03-06,St. Louis Blues,4,Tampa Bay Lightning,3,TRUE,FALSE
2009-03-07,Chicago Blackhawks,3,Boston Bruins,5,FALSE,FALSE
2009-03-07,Columbus Blue Jackets,8,Detroit Red Wings,2,FALSE,FALSE
2009-03-07,St. Louis Blues,3,Florida Panthers,5,FALSE,FALSE
2009-03-07,Minnesota Wild,3,Los Angeles Kings,4,FALSE,FALSE
2009-03-07,New Jersey Devils,3,New York Islanders,7,FALSE,FALSE
2009-03-07,Buffalo Sabres,3,Ottawa Senators,6,FALSE,FALSE
2009-03-07,Nashville Predators,1,Philadelphia Flyers,4,FALSE,FALSE
2009-03-07,Carolina Hurricanes,9,Tampa Bay Lightning,3,FALSE,FALSE
2009-03-07,Edmonton Oilers,4,Toronto Maple Leafs,1,FALSE,FALSE
2009-03-07,San Jose Sharks,1,Vancouver Canucks,3,FALSE,FALSE
2009-03-08,Minnesota Wild,3,Anaheim Ducks,2,FALSE,FALSE
2009-03-08,Calgary Flames,2,Atlanta Thrashers,5,FALSE,FALSE
2009-03-08,Colorado Avalanche,5,Chicago Blackhawks,1,FALSE,FALSE
2009-03-08,Montreal Canadiens,3,Dallas Stars,1,FALSE,FALSE
2009-03-08,Phoenix Coyotes,2,New York Islanders,3,FALSE,FALSE
2009-03-08,Boston Bruins,3,New York Rangers,4,FALSE,FALSE
2009-03-08,Pittsburgh Penguins,4,Washington Capitals,3,FALSE,TRUE
2009-03-09,New York Rangers,0,Carolina Hurricanes,3,FALSE,FALSE
2009-03-09,Vancouver Canucks,2,Los Angeles Kings,3,FALSE,FALSE
2009-03-09,Toronto Maple Leafs,1,Ottawa Senators,2,FALSE,FALSE
2009-03-10,Boston Bruins,0,Columbus Blue Jackets,2,FALSE,FALSE
2009-03-10,Atlanta Thrashers,3,Colorado Avalanche,0,FALSE,FALSE
2009-03-10,Phoenix Coyotes,2,Detroit Red Wings,3,TRUE,FALSE
2009-03-10,San Jose Sharks,5,Minnesota Wild,4,TRUE,FALSE
2009-03-10,Edmonton Oilers,3,Montreal Canadiens,4,TRUE,FALSE
2009-03-10,Calgary Flames,2,New Jersey Devils,3,FALSE,FALSE
2009-03-10,Washington Capitals,2,Nashville Predators,1,TRUE,FALSE
2009-03-10,Buffalo Sabres,2,Philadelphia Flyers,5,FALSE,FALSE
2009-03-10,Florida Panthers,3,Pittsburgh Penguins,4,FALSE,TRUE
2009-03-10,Dallas Stars,2,St. Louis Blues,5,FALSE,FALSE
2009-03-10,New York Islanders,2,Toronto Maple Leafs,3,TRUE,FALSE
2009-03-11,Vancouver Canucks,3,Anaheim Ducks,4,TRUE,FALSE
2009-03-11,Carolina Hurricanes,2,Chicago Blackhawks,3,FALSE,TRUE
2009-03-11,Tampa Bay Lightning,2,Ottawa Senators,3,TRUE,FALSE
2009-03-12,Ottawa Senators,3,Boston Bruins,5,FALSE,FALSE
2009-03-12,Florida Panthers,1,Buffalo Sabres,3,FALSE,FALSE
2009-03-12,Pittsburgh Penguins,3,Columbus Blue Jackets,4,FALSE,TRUE
2009-03-12,Minnesota Wild,1,Colorado Avalanche,2,FALSE,TRUE
2009-03-12,Carolina Hurricanes,2,Dallas Stars,3,FALSE,FALSE
2009-03-12,Calgary Flames,6,Detroit Red Wings,5,FALSE,TRUE
2009-03-12,Atlanta Thrashers,4,Edmonton Oilers,3,TRUE,FALSE
2009-03-12,New York Islanders,3,Montreal Canadiens,2,TRUE,FALSE
2009-03-12,Phoenix Coyotes,2,New Jersey Devils,5,FALSE,FALSE
2009-03-12,New York Rangers,4,Nashville Predators,2,FALSE,FALSE
2009-03-12,Washington Capitals,2,Philadelphia Flyers,1,FALSE,FALSE
2009-03-12,San Jose Sharks,1,St. Louis Blues,3,FALSE,FALSE
2009-03-12,Tampa Bay Lightning,4,Toronto Maple Leafs,1,FALSE,FALSE
2009-03-13,Columbus Blue Jackets,5,Chicago Blackhawks,3,FALSE,FALSE
2009-03-13,Los Angeles Kings,2,Vancouver Canucks,4,FALSE,FALSE
2009-03-14,New York Islanders,1,Boston Bruins,2,FALSE,FALSE
2009-03-14,Atlanta Thrashers,4,Buffalo Sabres,3,FALSE,TRUE
2009-03-14,Minnesota Wild,2,Dallas Stars,3,TRUE,FALSE
2009-03-14,Colorado Avalanche,3,Edmonton Oilers,2,TRUE,FALSE
2009-03-14,Tampa Bay Lightning,4,Florida Panthers,3,FALSE,TRUE
2009-03-14,New Jersey Devils,3,Montreal Canadiens,1,FALSE,FALSE
2009-03-14,New York Rangers,2,Philadelphia Flyers,4,FALSE,FALSE
2009-03-14,Nashville Predators,2,Phoenix Coyotes,0,FALSE,FALSE
2009-03-14,Ottawa Senators,4,Pittsburgh Penguins,3,FALSE,TRUE
2009-03-14,Los Angeles Kings,1,San Jose Sharks,2,FALSE,TRUE
2009-03-14,Detroit Red Wings,5,St. Louis Blues,2,FALSE,FALSE
2009-03-14,Calgary Flames,6,Toronto Maple Leafs,8,FALSE,FALSE
2009-03-14,Carolina Hurricanes,4,Washington Capitals,5,FALSE,TRUE
2009-03-15,San Jose Sharks,1,Anaheim Ducks,0,FALSE,FALSE
2009-03-15,Detroit Red Wings,4,Columbus Blue Jackets,0,FALSE,FALSE
2009-03-15,New York Islanders,4,Chicago Blackhawks,2,FALSE,FALSE
2009-03-15,Philadelphia Flyers,1,New York Rangers,4,FALSE,FALSE
2009-03-15,Boston Bruins,4,Pittsburgh Penguins,6,FALSE,FALSE
2009-03-15,Minnesota Wild,3,St. Louis Blues,5,FALSE,FALSE
2009-03-15,Colorado Avalanche,2,Vancouver Canucks,4,FALSE,FALSE
2009-03-16,Washington Capitals,1,Atlanta Thrashers,5,FALSE,FALSE
2009-03-16,Nashville Predators,4,Los Angeles Kings,3,FALSE,FALSE
2009-03-17,Philadelphia Flyers,2,Detroit Red Wings,3,FALSE,FALSE
2009-03-17,St. Louis Blues,1,Edmonton Oilers,2,FALSE,TRUE
2009-03-17,Washington Capitals,3,Florida Panthers,0,FALSE,FALSE
2009-03-17,Colorado Avalanche,2,Minnesota Wild,3,FALSE,TRUE
2009-03-17,New York Rangers,4,Montreal Canadiens,3,FALSE,TRUE
2009-03-17,Chicago Blackhawks,2,New Jersey Devils,3,FALSE,FALSE
2009-03-17,Buffalo Sabres,2,Ottawa Senators,4,FALSE,FALSE
2009-03-17,San Jose Sharks,3,Phoenix Coyotes,4,FALSE,FALSE
2009-03-17,Atlanta Thrashers,2,Pittsburgh Penguins,6,FALSE,FALSE
2009-03-17,Toronto Maple Leafs,4,Tampa Bay Lightning,3,FALSE,TRUE
2009-03-17,Dallas Stars,2,Vancouver Canucks,4,FALSE,FALSE
2009-03-18,Nashville Predators,3,Anaheim Ducks,4,TRUE,FALSE
2009-03-18,New Jersey Devils,2,Carolina Hurricanes,4,FALSE,FALSE
2009-03-18,Chicago Blackhawks,3,Columbus Blue Jackets,4,TRUE,FALSE
2009-03-18,Dallas Stars,1,Calgary Flames,2,FALSE,FALSE
2009-03-19,Los Angeles Kings,3,Boston Bruins,2,TRUE,FALSE
2009-03-19,Edmonton Oilers,8,Colorado Avalanche,1,FALSE,FALSE
2009-03-19,Toronto Maple Leafs,1,Florida Panthers,3,FALSE,FALSE
2009-03-19,Montreal Canadiens,4,Ottawa Senators,5,FALSE,FALSE
2009-03-19,Anaheim Ducks,3,Phoenix Coyotes,2,FALSE,TRUE
2009-03-19,Nashville Predators,2,San Jose Sharks,3,FALSE,TRUE
2009-03-19,Washington Capitals,5,Tampa Bay Lightning,2,FALSE,FALSE
2009-03-19,St. Louis Blues,0,Vancouver Canucks,3,FALSE,FALSE
2009-03-20,Detroit Red Wings,6,Atlanta Thrashers,3,FALSE,FALSE
2009-03-20,Philadelphia Flyers,6,Buffalo Sabres,4,FALSE,FALSE
2009-03-20,New York Islanders,4,Carolina Hurricanes,5,FALSE,FALSE
2009-03-20,St. Louis Blues,3,Calgary Flames,2,FALSE,FALSE
2009-03-20,Edmonton Oilers,5,Chicago Blackhawks,4,FALSE,TRUE
2009-03-20,Minnesota Wild,0,New Jersey Devils,4,FALSE,FALSE
2009-03-20,Los Angeles Kings,1,Pittsburgh Penguins,4,FALSE,FALSE
2009-03-21,Washington Capitals,1,Carolina Hurricanes,4,FALSE,FALSE
2009-03-21,Columbus Blue Jackets,3,Florida Panthers,1,FALSE,FALSE
2009-03-21,Toronto Maple Leafs,5,Montreal Canadiens,2,FALSE,FALSE
2009-03-21,Buffalo Sabres,3,New York Rangers,5,FALSE,FALSE
2009-03-21,New York Islanders,2,Ottawa Senators,5,FALSE,FALSE
2009-03-21,Vancouver Canucks,1,Phoenix Coyotes,5,FALSE,FALSE
2009-03-21,Dallas Stars,2,San Jose Sharks,5,FALSE,FALSE
2009-03-21,Atlanta Thrashers,4,Tampa Bay Lightning,3,FALSE,TRUE
2009-03-22,Phoenix Coyotes,2,Anaheim Ducks,6,FALSE,FALSE
2009-03-22,New Jersey Devils,1,Boston Bruins,4,FALSE,FALSE
2009-03-22,Los Angeles Kings,1,Chicago Blackhawks,4,FALSE,FALSE
2009-03-22,Edmonton Oilers,0,Minnesota Wild,3,FALSE,FALSE
2009-03-22,Ottawa Senators,2,New York Rangers,1,FALSE,FALSE
2009-03-22,Philadelphia Flyers,3,Pittsburgh Penguins,1,FALSE,FALSE
2009-03-22,Colorado Avalanche,1,San Jose Sharks,3,FALSE,FALSE
2009-03-23,Detroit Red Wings,3,Calgary Flames,5,FALSE,FALSE
2009-03-23,Carolina Hurricanes,3,Florida Panthers,2,TRUE,FALSE
2009-03-23,New Jersey Devils,2,Philadelphia Flyers,4,FALSE,FALSE
2009-03-24,Vancouver Canucks,5,Dallas Stars,2,FALSE,FALSE
2009-03-24,Detroit Red Wings,3,Edmonton Oilers,2,FALSE,FALSE
2009-03-24,Atlanta Thrashers,3,Montreal Canadiens,6,FALSE,FALSE
2009-03-24,Anaheim Ducks,2,Nashville Predators,1,FALSE,TRUE
2009-03-24,Minnesota Wild,1,New York Rangers,2,FALSE,FALSE
2009-03-24,Los Angeles Kings,0,St. Louis Blues,2,FALSE,FALSE
2009-03-24,Columbus Blue Jackets,1,Tampa Bay Lightning,2,TRUE,FALSE
2009-03-24,Washington Capitals,2,Toronto Maple Leafs,3,FALSE,TRUE
2009-03-25,Florida Panthers,3,Buffalo Sabres,5,FALSE,FALSE
2009-03-25,Ottawa Senators,1,Carolina Hurricanes,2,FALSE,FALSE
2009-03-25,San Jose Sharks,5,Chicago Blackhawks,6,FALSE,TRUE
2009-03-25,Anaheim Ducks,7,Colorado Avalanche,2,FALSE,FALSE
2009-03-25,Minnesota Wild,6,New York Islanders,2,FALSE,FALSE
2009-03-25,Calgary Flames,0,Pittsburgh Penguins,2,FALSE,FALSE
2009-03-26,New York Rangers,4,Atlanta Thrashers,5,FALSE,TRUE
2009-03-26,Calgary Flames,0,Columbus Blue Jackets,5,FALSE,FALSE
2009-03-26,Los Angeles Kings,1,Dallas Stars,0,FALSE,TRUE
2009-03-26,Tampa Bay Lightning,2,Montreal Canadiens,3,TRUE,FALSE
2009-03-26,San Jose Sharks,2,Nashville Predators,3,FALSE,FALSE
2009-03-26,Florida Panthers,4,Philadelphia Flyers,2,FALSE,FALSE
2009-03-26,Edmonton Oilers,2,Phoenix Coyotes,3,FALSE,FALSE
2009-03-26,Vancouver Canucks,2,St. Louis Blues,4,FALSE,FALSE
2009-03-27,Edmonton Oilers,5,Anaheim Ducks,3,FALSE,FALSE
2009-03-27,Toronto Maple Leafs,3,Buffalo Sabres,5,FALSE,FALSE
2009-03-27,New Jersey Devils,2,Chicago Blackhawks,3,TRUE,FALSE
2009-03-27,Vancouver Canucks,4,Colorado Avalanche,1,FALSE,FALSE
2009-03-27,New York Islanders,2,Detroit Red Wings,0,FALSE,FALSE
2009-03-27,Tampa Bay Lightning,3,Washington Capitals,5,FALSE,FALSE
2009-03-28,Ottawa Senators,3,Atlanta Thrashers,6,FALSE,FALSE
2009-03-28,Minnesota Wild,2,Calgary Flames,3,FALSE,FALSE
2009-03-28,Florida Panthers,6,Dallas Stars,3,FALSE,FALSE
2009-03-28,Buffalo Sabres,4,Montreal Canadiens,3,FALSE,TRUE
2009-03-28,Carolina Hurricanes,2,New Jersey Devils,1,FALSE,FALSE
2009-03-28,Los Angeles Kings,3,Nashville Predators,4,TRUE,FALSE
2009-03-28,Philadelphia Flyers,4,New York Islanders,3,FALSE,TRUE
2009-03-28,New York Rangers,3,Pittsburgh Penguins,4,FALSE,FALSE
2009-03-28,Phoenix Coyotes,2,San Jose Sharks,3,FALSE,FALSE
2009-03-28,Columbus Blue Jackets,3,St. Louis Blues,4,FALSE,TRUE
2009-03-28,Boston Bruins,7,Toronto Maple Leafs,5,FALSE,FALSE
2009-03-29,Colorado Avalanche,1,Anaheim Ducks,4,FALSE,FALSE
2009-03-29,St. Louis Blues,5,Columbus Blue Jackets,2,FALSE,FALSE
2009-03-29,Vancouver Canucks,4,Chicago Blackhawks,0,FALSE,FALSE
2009-03-29,Nashville Predators,4,Detroit Red Wings,3,FALSE,FALSE
2009-03-29,Minnesota Wild,3,Edmonton Oilers,2,FALSE,FALSE
2009-03-29,Boston Bruins,4,Philadelphia Flyers,3,FALSE,FALSE
2009-03-29,Ottawa Senators,3,Tampa Bay Lightning,0,FALSE,FALSE
2009-03-30,San Jose Sharks,2,Calgary Flames,1,FALSE,FALSE
2009-03-30,New Jersey Devils,0,New York Rangers,3,FALSE,FALSE
2009-03-30,Dallas Stars,5,Phoenix Coyotes,6,TRUE,FALSE
2009-03-31,Tampa Bay Lightning,1,Boston Bruins,3,FALSE,FALSE
2009-03-31,Nashville Predators,1,Columbus Blue Jackets,2,FALSE,FALSE
2009-03-31,Anaheim Ducks,5,Edmonton Oilers,3,FALSE,FALSE
2009-03-31,Ottawa Senators,2,Florida Panthers,5,FALSE,FALSE
2009-03-31,Dallas Stars,3,Los Angeles Kings,2,FALSE,FALSE
2009-03-31,Vancouver Canucks,2,Minnesota Wild,1,TRUE,FALSE
2009-03-31,Chicago Blackhawks,1,Montreal Canadiens,4,FALSE,FALSE
2009-04-01,Buffalo Sabres,2,Atlanta Thrashers,3,TRUE,FALSE
2009-04-01,St. Louis Blues,1,Chicago Blackhawks,3,FALSE,FALSE
2009-04-01,Phoenix Coyotes,3,Colorado Avalanche,0,FALSE,FALSE
2009-04-01,New Jersey Devils,1,Pittsburgh Penguins,6,FALSE,FALSE
2009-04-01,Philadelphia Flyers,2,Toronto Maple Leafs,3,FALSE,FALSE
2009-04-01,New York Islanders,3,Washington Capitals,5,FALSE,FALSE
2009-04-02,Ottawa Senators,1,Boston Bruins,2,FALSE,FALSE
2009-04-02,New York Rangers,2,Carolina Hurricanes,4,FALSE,FALSE
2009-04-02,Calgary Flames,2,Dallas Stars,1,FALSE,FALSE
2009-04-02,St. Louis Blues,5,Detroit Red Wings,4,FALSE,FALSE
2009-04-02,San Jose Sharks,2,Edmonton Oilers,1,FALSE,FALSE
2009-04-02,Montreal Canadiens,5,New York Islanders,1,FALSE,FALSE
2009-04-02,Los Angeles Kings,1,Phoenix Coyotes,2,FALSE,FALSE
2009-04-02,Anaheim Ducks,6,Vancouver Canucks,5,FALSE,TRUE
2009-04-03,Nashville Predators,1,Chicago Blackhawks,3,FALSE,FALSE
2009-04-03,Atlanta Thrashers,3,Florida Panthers,1,FALSE,FALSE
2009-04-03,Calgary Flames,0,Minnesota Wild,4,FALSE,FALSE
2009-04-03,Tampa Bay Lightning,4,New Jersey Devils,5,TRUE,FALSE
2009-04-03,Toronto Maple Leafs,5,Philadelphia Flyers,8,FALSE,FALSE
2009-04-03,Buffalo Sabres,5,Washington Capitals,4,TRUE,FALSE
2009-04-04,New York Rangers,0,Boston Bruins,1,FALSE,FALSE
2009-04-04,New Jersey Devils,3,Buffalo Sabres,2,FALSE,FALSE
2009-04-04,Pittsburgh Penguins,2,Carolina Hurricanes,3,TRUE,FALSE
2009-04-04,St. Louis Blues,4,Dallas Stars,5,TRUE,FALSE
2009-04-04,Vancouver Canucks,3,Edmonton Oilers,5,FALSE,FALSE
2009-04-04,Phoenix Coyotes,1,Los Angeles Kings,6,FALSE,FALSE
2009-04-04,Columbus Blue Jackets,4,Nashville Predators,5,FALSE,TRUE
2009-04-04,Tampa Bay Lightning,1,New York Islanders,3,FALSE,FALSE
2009-04-04,Philadelphia Flyers,3,Ottawa Senators,4,FALSE,TRUE
2009-04-04,Anaheim Ducks,5,San Jose Sharks,2,FALSE,FALSE
2009-04-04,Montreal Canadiens,6,Toronto Maple Leafs,2,FALSE,FALSE
2009-04-05,San Jose Sharks,3,Anaheim Ducks,2,FALSE,FALSE
2009-04-05,Chicago Blackhawks,1,Columbus Blue Jackets,0,TRUE,FALSE
2009-04-05,Minnesota Wild,2,Detroit Red Wings,3,FALSE,FALSE
2009-04-05,Pittsburgh Penguins,2,Florida Panthers,4,FALSE,FALSE
2009-04-05,Colorado Avalanche,4,Vancouver Canucks,1,FALSE,FALSE
2009-04-05,Atlanta Thrashers,4,Washington Capitals,6,FALSE,FALSE
2009-04-06,Detroit Red Wings,4,Buffalo Sabres,1,FALSE,FALSE
2009-04-06,Los Angeles Kings,1,Calgary Flames,4,FALSE,FALSE
2009-04-06,Ottawa Senators,3,Montreal Canadiens,2,FALSE,FALSE
2009-04-07,Washington Capitals,4,Atlanta Thrashers,2,FALSE,FALSE
2009-04-07,New York Islanders,0,Carolina Hurricanes,9,FALSE,FALSE
2009-04-07,Los Angeles Kings,2,Edmonton Oilers,1,FALSE,FALSE
2009-04-07,Dallas Stars,1,Minnesota Wild,3,FALSE,FALSE
2009-04-07,Toronto Maple Leafs,4,New Jersey Devils,1,FALSE,FALSE
2009-04-07,Chicago Blackhawks,4,Nashville Predators,2,FALSE,FALSE
2009-04-07,Montreal Canadiens,1,New York Rangers,3,FALSE,FALSE
2009-04-07,Boston Bruins,2,Ottawa Senators,3,FALSE,FALSE
2009-04-07,Florida Panthers,1,Philadelphia Flyers,2,FALSE,FALSE
2009-04-07,St. Louis Blues,5,Phoenix Coyotes,1,FALSE,FALSE
2009-04-07,Colorado Avalanche,0,San Jose Sharks,1,FALSE,TRUE
2009-04-07,Pittsburgh Penguins,6,Tampa Bay Lightning,4,FALSE,FALSE
2009-04-07,Calgary Flames,1,Vancouver Canucks,4,FALSE,FALSE
2009-04-08,Columbus Blue Jackets,4,Chicago Blackhawks,3,FALSE,TRUE
2009-04-08,Buffalo Sabres,3,Toronto Maple Leafs,1,FALSE,FALSE
2009-04-09,Florida Panthers,3,Atlanta Thrashers,2,FALSE,FALSE
2009-04-09,Montreal Canadiens,4,Boston Bruins,5,TRUE,FALSE
2009-04-09,Buffalo Sabres,5,Carolina Hurricanes,1,FALSE,FALSE
2009-04-09,Dallas Stars,3,Colorado Avalanche,2,FALSE,TRUE
2009-04-09,Nashville Predators,4,Detroit Red Wings,3,FALSE,TRUE
2009-04-09,Philadelphia Flyers,1,New York Rangers,2,FALSE,FALSE
2009-04-09,New Jersey Devils,3,Ottawa Senators,2,FALSE,TRUE
2009-04-09,New York Islanders,1,Pittsburgh Penguins,6,FALSE,FALSE
2009-04-09,Phoenix Coyotes,4,San Jose Sharks,1,FALSE,FALSE
2009-04-09,Washington Capitals,4,Tampa Bay Lightning,2,FALSE,FALSE
2009-04-09,Los Angeles Kings,0,Vancouver Canucks,1,FALSE,FALSE
2009-04-10,Dallas Stars,3,Anaheim Ducks,4,FALSE,TRUE
2009-04-10,Calgary Flames,1,Edmonton Oilers,5,FALSE,FALSE
2009-04-10,Nashville Predators,4,Minnesota Wild,8,FALSE,FALSE
2009-04-10,Columbus Blue Jackets,1,St. Louis Blues,3,FALSE,FALSE
2009-04-11,Tampa Bay Lightning,2,Atlanta Thrashers,6,FALSE,FALSE
2009-04-11,Boston Bruins,1,Buffalo Sabres,6,FALSE,FALSE
2009-04-11,Minnesota Wild,6,Columbus Blue Jackets,3,FALSE,FALSE
2009-04-11,Edmonton Oilers,1,Calgary Flames,4,FALSE,FALSE
2009-04-11,Vancouver Canucks,1,Colorado Avalanche,0,TRUE,FALSE
2009-04-11,Chicago Blackhawks,4,Detroit Red Wings,2,FALSE,FALSE
2009-04-11,Washington Capitals,4,Florida Panthers,7,FALSE,FALSE
2009-04-11,San Jose Sharks,3,Los Angeles Kings,4,FALSE,FALSE
2009-04-11,Pittsburgh Penguins,3,Montreal Canadiens,1,FALSE,FALSE
2009-04-11,Carolina Hurricanes,2,New Jersey Devils,3,FALSE,FALSE
2009-04-11,Philadelphia Flyers,3,New York Islanders,2,FALSE,FALSE
2009-04-11,Anaheim Ducks,4,Phoenix Coyotes,5,FALSE,TRUE
2009-04-11,Ottawa Senators,2,Toronto Maple Leafs,5,FALSE,FALSE
2009-04-12,Detroit Red Wings,0,Chicago Blackhawks,3,FALSE,FALSE
2009-04-12,St. Louis Blues,1,Colorado Avalanche,0,FALSE,FALSE
2009-04-12,Boston Bruins,6,New York Islanders,2,FALSE,FALSE
2009-04-12,New York Rangers,4,Philadelphia Flyers,3,FALSE,FALSE
2009-10-01,Washington Capitals,4,Boston Bruins,1,FALSE,FALSE
2009-10-01,Vancouver Canucks,3,Calgary Flames,5,FALSE,FALSE
2009-10-01,San Jose Sharks,2,Colorado Avalanche,5,FALSE,FALSE
2009-10-01,Montreal Canadiens,4,Toronto Maple Leafs,3,TRUE,FALSE
2009-10-02,Philadelphia Flyers,2,Carolina Hurricanes,0,FALSE,FALSE
2009-10-02,Florida Panthers,4,Chicago Blackhawks,3,FALSE,TRUE
2009-10-02,St. Louis Blues,4,Detroit Red Wings,3,FALSE,FALSE
2009-10-02,New York Rangers,2,Pittsburgh Penguins,3,FALSE,FALSE
2009-10-03,San Jose Sharks,4,Anaheim Ducks,1,FALSE,FALSE
2009-10-03,Tampa Bay Lightning,3,Atlanta Thrashers,6,FALSE,FALSE
2009-10-03,Carolina Hurricanes,2,Boston Bruins,7,FALSE,FALSE
2009-10-03,Montreal Canadiens,2,Buffalo Sabres,1,TRUE,FALSE
2009-10-03,Minnesota Wild,1,Columbus Blue Jackets,2,FALSE,FALSE
2009-10-03,Vancouver Canucks,0,Colorado Avalanche,3,FALSE,FALSE
2009-10-03,Nashville Predators,3,Dallas Stars,2,FALSE,TRUE
2009-10-03,Calgary Flames,4,Edmonton Oilers,3,FALSE,FALSE
2009-10-03,Chicago Blackhawks,4,Florida Panthers,0,FALSE,FALSE
2009-10-03,Phoenix Coyotes,6,Los Angeles Kings,3,FALSE,FALSE
2009-10-03,Philadelphia Flyers,5,New Jersey Devils,2,FALSE,FALSE
2009-10-03,Pittsburgh Penguins,4,New York Islanders,3,FALSE,TRUE
2009-10-03,Ottawa Senators,2,New York Rangers,5,FALSE,FALSE
2009-10-03,Detroit Red Wings,3,St. Louis Blues,5,FALSE,FALSE
2009-10-03,Toronto Maple Leafs,4,Washington Capitals,6,FALSE,FALSE
