Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS_1,X7,X8,Attend.,Notes
Mon Mar 19 2018,7:00p,Milwaukee Bucks,117,Cleveland Cavaliers,124,Box Score,NA,20562,NA
Mon Mar 19 2018,7:00p,Los Angeles Lakers,100,Indiana Pacers,110,Box Score,NA,16603,NA
Mon Mar 19 2018,7:30p,Denver Nuggets,141,Miami Heat,149,Box Score,2OT,19600,NA
Mon Mar 19 2018,7:30p,Chicago Bulls,92,New York Knicks,110,Box Score,NA,18835,NA
Mon Mar 19 2018,7:00p,Charlotte Hornets,94,Philadelphia 76ers,108,Box Score,NA,20530,NA
Mon Mar 19 2018,10:00p,Detroit Pistons,106,Sacramento Kings,90,Box Score,NA,17583,NA
Mon Mar 19 2018,9:30p,Golden State Warriors,75,San Antonio Spurs,89,Box Score,NA,18418,NA
Tue Mar 20 2018,8:00p,Oklahoma City Thunder,99,Boston Celtics,100,Box Score,NA,18624,NA
Tue Mar 20 2018,8:00p,Los Angeles Clippers,109,Minnesota Timberwolves,123,Box Score,NA,16351,NA
Tue Mar 20 2018,8:00p,Dallas Mavericks,105,New Orleans Pelicans,115,Box Score,NA,14484,NA
Tue Mar 20 2018,7:00p,Toronto Raptors,93,Orlando Magic,86,Box Score,NA,16228,NA
Tue Mar 20 2018,10:00p,Detroit Pistons,115,Phoenix Suns,88,Box Score,NA,17400,NA
Tue Mar 20 2018,10:30p,Houston Rockets,115,Portland Trail Blazers,111,Box Score,NA,20012,NA
Tue Mar 20 2018,9:00p,Atlanta Hawks,99,Utah Jazz,94,Box Score,NA,18306,NA
Wed Mar 21 2018,7:30p,Charlotte Hornets,111,Brooklyn Nets,105,Box Score,NA,10231,NA
Wed Mar 21 2018,8:00p,Denver Nuggets,135,Chicago Bulls,102,Box Score,NA,20671,NA
Wed Mar 21 2018,7:00p,Toronto Raptors,129,Cleveland Cavaliers,132,Box Score,NA,20562,NA
Wed Mar 21 2018,7:30p,New York Knicks,98,Miami Heat,119,Box Score,NA,19600,NA
Wed Mar 21 2018,8:00p,Los Angeles Clippers,127,Milwaukee Bucks,120,Box Score,NA,17916,NA
Wed Mar 21 2018,8:00p,Indiana Pacers,92,New Orleans Pelicans,96,Box Score,NA,14148,NA
Wed Mar 21 2018,7:00p,Memphis Grizzlies,105,Philadelphia 76ers,119,Box Score,NA,10411,NA
Wed Mar 21 2018,9:30p,Washington Wizards,90,San Antonio Spurs,98,Box Score,NA,18418,NA
Thu Mar 22 2018,7:00p,Memphis Grizzlies,79,Charlotte Hornets,140,Box Score,NA,15033,NA
Thu Mar 22 2018,8:30p,Utah Jazz,119,Dallas Mavericks,112,Box Score,NA,19725,NA
Thu Mar 22 2018,8:00p,Detroit Pistons,96,Houston Rockets,100,Box Score,OT,18055,NA
Thu Mar 22 2018,8:00p,Los Angeles Lakers,125,New Orleans Pelicans,128,Box Score,NA,18037,NA
Thu Mar 22 2018,7:00p,Philadelphia 76ers,118,Orlando Magic,98,Box Score,NA,17881,NA
Thu Mar 22 2018,10:00p,Atlanta Hawks,90,Sacramento Kings,105,Box Score,NA,17583,NA
Fri Mar 23 2018,8:00p,Milwaukee Bucks,118,Chicago Bulls,105,Box Score,NA,21698,NA
Fri Mar 23 2018,7:30p,Phoenix Suns,95,Cleveland Cavaliers,120,Box Score,NA,20562,NA
Fri Mar 23 2018,10:30p,Atlanta Hawks,94,Golden State Warriors,106,Box Score,NA,19596,NA
Fri Mar 23 2018,7:00p,Los Angeles Clippers,104,Indiana Pacers,109,Box Score,NA,17923,NA
Fri Mar 23 2018,7:30p,Minnesota Timberwolves,108,New York Knicks,104,Box Score,NA,18914,NA
Fri Mar 23 2018,8:00p,Miami Heat,99,Oklahoma City Thunder,105,Box Score,NA,18203,NA
Fri Mar 23 2018,10:00p,Boston Celtics,105,Portland Trail Blazers,100,Box Score,NA,19575,NA
Fri Mar 23 2018,8:30p,Utah Jazz,120,San Antonio Spurs,124,Box Score,OT,18418,NA
Fri Mar 23 2018,7:30p,Brooklyn Nets,112,Toronto Raptors,116,Box Score,NA,19800,NA
Fri Mar 23 2018,7:00p,Denver Nuggets,108,Washington Wizards,100,Box Score,NA,19016,NA
Sat Mar 24 2018,8:30p,Charlotte Hornets,102,Dallas Mavericks,98,Box Score,NA,20085,NA
Sat Mar 24 2018,7:00p,Chicago Bulls,95,Detroit Pistons,117,Box Score,NA,19139,NA
Sat Mar 24 2018,8:00p,New Orleans Pelicans,91,Houston Rockets,114,Box Score,NA,18055,NA
Sat Mar 24 2018,8:00p,Los Angeles Lakers,100,Memphis Grizzlies,93,Box Score,NA,18119,NA
Sat Mar 24 2018,7:00p,Phoenix Suns,99,Orlando Magic,105,Box Score,NA,17393,NA
Sat Mar 24 2018,6:00p,Minnesota Timberwolves,108,Philadelphia 76ers,120,Box Score,NA,20668,NA
Sun Mar 25 2018,1:00p,Cleveland Cavaliers,121,Brooklyn Nets,114,Box Score,NA,17732,NA
Sun Mar 25 2018,8:30p,Utah Jazz,110,Golden State Warriors,91,Box Score,NA,19596,NA
Sun Mar 25 2018,8:00p,Atlanta Hawks,99,Houston Rockets,118,Box Score,NA,18055,NA
Sun Mar 25 2018,5:00p,Miami Heat,107,Indiana Pacers,113,Box Score,OT,17923,NA
Sun Mar 25 2018,3:30p,San Antonio Spurs,103,Milwaukee Bucks,106,Box Score,NA,18717,NA
Sun Mar 25 2018,7:00p,Portland Trail Blazers,108,Oklahoma City Thunder,105,Box Score,NA,18203,NA
Sun Mar 25 2018,6:00p,Boston Celtics,104,Sacramento Kings,93,Box Score,NA,17583,NA
Sun Mar 25 2018,6:00p,Los Angeles Clippers,117,Toronto Raptors,106,Box Score,NA,19800,NA
Sun Mar 25 2018,6:00p,New York Knicks,101,Washington Wizards,97,Box Score,NA,18884,NA
Mon Mar 26 2018,7:00p,New York Knicks,128,Charlotte Hornets,137,Box Score,OT,14487,NA
Mon Mar 26 2018,7:00p,Los Angeles Lakers,106,Detroit Pistons,112,Box Score,NA,18718,NA
Mon Mar 26 2018,8:00p,Memphis Grizzlies,101,Minnesota Timberwolves,93,Box Score,NA,16290,NA
Mon Mar 26 2018,7:00p,Denver Nuggets,104,Philadelphia 76ers,123,Box Score,NA,20585,NA
Mon Mar 26 2018,10:00p,Boston Celtics,102,Phoenix Suns,94,Box Score,NA,18055,NA
Tue Mar 27 2018,10:30p,Indiana Pacers,92,Golden State Warriors,81,Box Score,NA,19596,NA
Tue Mar 27 2018,8:00p,Chicago Bulls,86,Houston Rockets,118,Box Score,NA,18055,NA
Tue Mar 27 2018,10:30p,Milwaukee Bucks,98,Los Angeles Clippers,105,Box Score,NA,19068,NA
Tue Mar 27 2018,8:00p,Cleveland Cavaliers,79,Miami Heat,98,Box Score,NA,20093,NA
Tue Mar 27 2018,8:00p,Portland Trail Blazers,107,New Orleans Pelicans,103,Box Score,NA,15426,NA
Tue Mar 27 2018,10:00p,Dallas Mavericks,103,Sacramento Kings,97,Box Score,NA,17583,NA
Tue Mar 27 2018,7:30p,Denver Nuggets,110,Toronto Raptors,114,Box Score,NA,19800,NA
Tue Mar 27 2018,7:00p,San Antonio Spurs,106,Washington Wizards,116,Box Score,NA,19588,NA
Wed Mar 28 2018,7:00p,Cleveland Cavaliers,118,Charlotte Hornets,105,Box Score,NA,19474,NA
Wed Mar 28 2018,10:30p,Dallas Mavericks,93,Los Angeles Lakers,103,Box Score,NA,18997,NA
Wed Mar 28 2018,8:00p,Portland Trail Blazers,103,Memphis Grizzlies,108,Box Score,NA,16050,NA
Wed Mar 28 2018,8:00p,Atlanta Hawks,114,Minnesota Timberwolves,126,Box Score,NA,16183,NA
Wed Mar 28 2018,7:00p,Brooklyn Nets,111,Orlando Magic,104,Box Score,NA,16517,NA
Wed Mar 28 2018,7:00p,New York Knicks,101,Philadelphia 76ers,118,Box Score,NA,20655,NA
Wed Mar 28 2018,10:00p,Los Angeles Clippers,111,Phoenix Suns,99,Box Score,NA,17005,NA
Wed Mar 28 2018,9:30p,Boston Celtics,97,Utah Jazz,94,Box Score,NA,18306,NA
Thu Mar 29 2018,7:00p,Washington Wizards,92,Detroit Pistons,103,Box Score,NA,18268,NA
Thu Mar 29 2018,10:30p,Milwaukee Bucks,116,Golden State Warriors,107,Box Score,NA,19596,NA
Thu Mar 29 2018,7:30p,Chicago Bulls,92,Miami Heat,103,Box Score,NA,19746,NA
Thu Mar 29 2018,10:00p,Indiana Pacers,106,Sacramento Kings,103,Box Score,NA,11360,NA
Thu Mar 29 2018,8:00p,Oklahoma City Thunder,99,San Antonio Spurs,103,Box Score,NA,18418,NA
Fri Mar 30 2018,7:30p,Philadelphia 76ers,101,Atlanta Hawks,91,Box Score,NA,16579,NA
Fri Mar 30 2018,8:00p,New Orleans Pelicans,102,Cleveland Cavaliers,107,Box Score,NA,20562,NA
Fri Mar 30 2018,8:30p,Minnesota Timberwolves,93,Dallas Mavericks,92,Box Score,NA,20244,NA
Fri Mar 30 2018,8:00p,Phoenix Suns,103,Houston Rockets,104,Box Score,NA,18055,NA
Fri Mar 30 2018,10:30p,Milwaukee Bucks,124,Los Angeles Lakers,122,Box Score,OT,18997,NA
Fri Mar 30 2018,8:00p,Denver Nuggets,126,Oklahoma City Thunder,125,Box Score,OT,18203,NA
Fri Mar 30 2018,7:00p,Chicago Bulls,90,Orlando Magic,82,Box Score,NA,18918,NA
Fri Mar 30 2018,10:30p,Los Angeles Clippers,96,Portland Trail Blazers,105,Box Score,NA,20013,NA
Fri Mar 30 2018,9:00p,Memphis Grizzlies,97,Utah Jazz,107,Box Score,NA,18306,NA
Sat Mar 31 2018,7:30p,Toronto Raptors,99,Boston Celtics,110,Box Score,NA,18624,NA
Sat Mar 31 2018,8:00p,Brooklyn Nets,110,Miami Heat,109,Box Score,OT,19600,NA
Sat Mar 31 2018,5:00p,Detroit Pistons,115,New York Knicks,109,Box Score,NA,19812,NA
Sat Mar 31 2018,10:00p,Golden State Warriors,112,Sacramento Kings,96,Box Score,NA,17583,NA
Sat Mar 31 2018,3:00p,Charlotte Hornets,93,Washington Wizards,107,Box Score,NA,19071,NA
Sun Apr 1 2018,6:00p,Orlando Magic,88,Atlanta Hawks,94,Box Score,NA,13587,NA
Sun Apr 1 2018,6:00p,Detroit Pistons,108,Brooklyn Nets,96,Box Score,NA,16097,NA
Sun Apr 1 2018,3:30p,Washington Wizards,94,Chicago Bulls,113,Box Score,NA,20466,NA
Sun Apr 1 2018,1:00p,Philadelphia 76ers,119,Charlotte Hornets,102,Box Score,NA,17005,NA
Sun Apr 1 2018,6:00p,Dallas Mavericks,87,Cleveland Cavaliers,98,Box Score,NA,20562,NA
Sun Apr 1 2018,8:00p,Milwaukee Bucks,125,Denver Nuggets,128,Box Score,OT,19520,NA
Sun Apr 1 2018,8:30p,Phoenix Suns,107,Golden State Warriors,117,Box Score,NA,19596,NA
Sun Apr 1 2018,3:30p,Indiana Pacers,111,Los Angeles Clippers,104,Box Score,NA,15866,NA
Sun Apr 1 2018,9:30p,Sacramento Kings,84,Los Angeles Lakers,83,Box Score,NA,18997,NA
Sun Apr 1 2018,7:00p,Utah Jazz,121,Minnesota Timberwolves,97,Box Score,NA,18978,NA
Sun Apr 1 2018,6:00p,Oklahoma City Thunder,109,New Orleans Pelicans,104,Box Score,NA,18500,NA
Sun Apr 1 2018,9:00p,Memphis Grizzlies,98,Portland Trail Blazers,113,Box Score,NA,19545,NA
Sun Apr 1 2018,3:30p,Houston Rockets,83,San Antonio Spurs,100,Box Score,NA,18418,NA
Tue Apr 3 2018,8:00p,Charlotte Hornets,114,Chicago Bulls,120,Box Score,NA,20139,NA
Tue Apr 3 2018,7:00p,Toronto Raptors,106,Cleveland Cavaliers,112,Box Score,NA,20562,NA
Tue Apr 3 2018,8:30p,Portland Trail Blazers,109,Dallas Mavericks,115,Box Score,NA,19624,NA
Tue Apr 3 2018,9:00p,Indiana Pacers,104,Denver Nuggets,107,Box Score,NA,14743,NA
Tue Apr 3 2018,8:00p,Washington Wizards,104,Houston Rockets,120,Box Score,NA,18055,NA
Tue Apr 3 2018,10:30p,San Antonio Spurs,110,Los Angeles Clippers,113,Box Score,NA,17449,NA
Tue Apr 3 2018,7:30p,Atlanta Hawks,98,Miami Heat,101,Box Score,NA,19600,NA
Tue Apr 3 2018,8:00p,Boston Celtics,102,Milwaukee Bucks,106,Box Score,NA,16188,NA
Tue Apr 3 2018,7:30p,Orlando Magic,97,New York Knicks,73,Box Score,NA,19812,NA
Tue Apr 3 2018,8:00p,Golden State Warriors,111,Oklahoma City Thunder,107,Box Score,NA,18203,NA
Tue Apr 3 2018,7:00p,Brooklyn Nets,95,Philadelphia 76ers,121,Box Score,NA,20710,NA
Tue Apr 3 2018,10:00p,Sacramento Kings,94,Phoenix Suns,97,Box Score,NA,16826,NA
Tue Apr 3 2018,9:00p,Los Angeles Lakers,110,Utah Jazz,117,Box Score,NA,18306,NA
Wed Apr 4 2018,7:30p,Miami Heat,115,Atlanta Hawks,86,Box Score,NA,16696,NA
Wed Apr 4 2018,7:00p,Philadelphia 76ers,115,Detroit Pistons,108,Box Score,NA,18395,NA
Wed Apr 4 2018,10:30p,San Antonio Spurs,112,Los Angeles Lakers,122,Box Score,OT,18997,NA
Wed Apr 4 2018,8:00p,Memphis Grizzlies,95,New Orleans Pelicans,123,Box Score,NA,16521,NA
Wed Apr 4 2018,7:00p,Dallas Mavericks,100,Orlando Magic,105,Box Score,NA,18112,NA
Wed Apr 4 2018,8:00p,Boston Celtics,78,Toronto Raptors,96,Box Score,NA,19963,NA
Thu Apr 5 2018,8:00p,Washington Wizards,115,Cleveland Cavaliers,119,Box Score,NA,20562,NA
Thu Apr 5 2018,10:30p,Minnesota Timberwolves,96,Denver Nuggets,100,Box Score,NA,16415,NA
Thu Apr 5 2018,8:00p,Portland Trail Blazers,94,Houston Rockets,96,Box Score,NA,18055,NA
Thu Apr 5 2018,7:00p,Golden State Warriors,106,Indiana Pacers,126,Box Score,NA,17923,NA
Thu Apr 5 2018,8:00p,Brooklyn Nets,119,Milwaukee Bucks,111,Box Score,NA,18378,NA
Thu Apr 5 2018,9:00p,Los Angeles Clippers,95,Utah Jazz,117,Box Score,NA,18306,NA
Fri Apr 6 2018,7:30p,Chicago Bulls,104,Boston Celtics,111,Box Score,NA,18624,NA
Fri Apr 6 2018,7:00p,Dallas Mavericks,106,Detroit Pistons,113,Box Score,OT,18768,NA
Fri Apr 6 2018,10:30p,Minnesota Timberwolves,113,Los Angeles Lakers,96,Box Score,NA,18997,NA
Fri Apr 6 2018,8:00p,Sacramento Kings,94,Memphis Grizzlies,93,Box Score,NA,16527,NA
Fri Apr 6 2018,7:30p,Miami Heat,98,New York Knicks,122,Box Score,NA,19569,NA
Fri Apr 6 2018,7:00p,Charlotte Hornets,137,Orlando Magic,100,Box Score,NA,17018,NA
Fri Apr 6 2018,7:00p,Cleveland Cavaliers,130,Philadelphia 76ers,132,Box Score,NA,20769,NA
Fri Apr 6 2018,10:00p,New Orleans Pelicans,122,Phoenix Suns,103,Box Score,NA,18055,NA
Fri Apr 6 2018,7:30p,Indiana Pacers,73,Toronto Raptors,92,Box Score,NA,19924,NA
Fri Apr 6 2018,7:00p,Atlanta Hawks,103,Washington Wizards,97,Box Score,NA,19557,NA
Sat Apr 7 2018,8:00p,Brooklyn Nets,124,Chicago Bulls,96,Box Score,NA,21669,NA
Sat Apr 7 2018,8:30p,New Orleans Pelicans,126,Golden State Warriors,120,Box Score,NA,19596,NA
Sat Apr 7 2018,8:30p,Oklahoma City Thunder,108,Houston Rockets,102,Box Score,NA,18055,NA
Sat Apr 7 2018,3:30p,Denver Nuggets,134,Los Angeles Clippers,115,Box Score,NA,16166,NA
Sat Apr 7 2018,7:30p,Milwaukee Bucks,115,New York Knicks,102,Box Score,NA,19812,NA
Sat Apr 7 2018,9:00p,Portland Trail Blazers,105,San Antonio Spurs,116,Box Score,NA,18610,NA
Sun Apr 8 2018,1:00p,Atlanta Hawks,112,Boston Celtics,106,Box Score,NA,18624,NA
Sun Apr 8 2018,1:00p,Indiana Pacers,123,Charlotte Hornets,117,Box Score,NA,16629,NA
Sun Apr 8 2018,6:00p,Utah Jazz,112,Los Angeles Lakers,97,Box Score,NA,18997,NA
Sun Apr 8 2018,3:30p,Detroit Pistons,117,Memphis Grizzlies,130,Box Score,NA,16044,NA
Sun Apr 8 2018,1:00p,Dallas Mavericks,97,Philadelphia 76ers,109,Box Score,NA,20846,NA
Sun Apr 8 2018,9:00p,Golden State Warriors,117,Phoenix Suns,100,Box Score,NA,18055,NA
Sun Apr 8 2018,6:00p,Orlando Magic,101,Toronto Raptors,112,Box Score,NA,19948,NA
Mon Apr 9 2018,7:30p,Chicago Bulls,105,Brooklyn Nets,114,Box Score,NA,16187,NA
Mon Apr 9 2018,9:00p,Portland Trail Blazers,82,Denver Nuggets,88,Box Score,NA,17467,NA
Mon Apr 9 2018,7:00p,Toronto Raptors,108,Detroit Pistons,98,Box Score,NA,17529,NA
Mon Apr 9 2018,10:30p,New Orleans Pelicans,113,Los Angeles Clippers,100,Box Score,NA,15742,NA
Mon Apr 9 2018,7:30p,Oklahoma City Thunder,115,Miami Heat,93,Box Score,NA,19600,NA
Mon Apr 9 2018,8:00p,Orlando Magic,86,Milwaukee Bucks,102,Box Score,NA,18717,NA
Mon Apr 9 2018,8:00p,Memphis Grizzlies,94,Minnesota Timberwolves,113,Box Score,NA,17641,NA
Mon Apr 9 2018,7:30p,Cleveland Cavaliers,123,New York Knicks,109,Box Score,NA,19449,NA
Mon Apr 9 2018,8:30p,Sacramento Kings,85,San Antonio Spurs,98,Box Score,NA,18418,NA
Tue Apr 10 2018,7:30p,Philadelphia 76ers,121,Atlanta Hawks,113,Box Score,NA,15673,NA
Tue Apr 10 2018,8:30p,Phoenix Suns,124,Dallas Mavericks,97,Box Score,NA,20041,NA
Tue Apr 10 2018,7:00p,Charlotte Hornets,119,Indiana Pacers,93,Box Score,NA,17331,NA
Tue Apr 10 2018,10:30p,Houston Rockets,105,Los Angeles Lakers,99,Box Score,NA,18997,NA
Tue Apr 10 2018,9:00p,Golden State Warriors,79,Utah Jazz,119,Box Score,NA,18306,NA
Tue Apr 10 2018,8:00p,Boston Celtics,101,Washington Wizards,113,Box Score,NA,18887,NA
Wed Apr 11 2018,8:00p,Brooklyn Nets,97,Boston Celtics,110,Box Score,NA,18624,NA
Wed Apr 11 2018,8:00p,Detroit Pistons,119,Chicago Bulls,87,Box Score,NA,21342,NA
Wed Apr 11 2018,8:00p,New York Knicks,110,Cleveland Cavaliers,98,Box Score,NA,20562,NA
Wed Apr 11 2018,10:30p,Los Angeles Lakers,115,Los Angeles Clippers,100,Box Score,NA,19068,NA
Wed Apr 11 2018,8:00p,Toronto Raptors,109,Miami Heat,116,Box Score,OT,19600,NA
Wed Apr 11 2018,8:00p,Denver Nuggets,106,Minnesota Timberwolves,112,Box Score,OT,18978,NA
Wed Apr 11 2018,8:00p,San Antonio Spurs,98,New Orleans Pelicans,122,Box Score,NA,18573,NA
Wed Apr 11 2018,8:00p,Memphis Grizzlies,123,Oklahoma City Thunder,137,Box Score,NA,18203,NA
Wed Apr 11 2018,8:00p,Washington Wizards,92,Orlando Magic,101,Box Score,NA,17598,NA
Wed Apr 11 2018,8:00p,Milwaukee Bucks,95,Philadelphia 76ers,130,Box Score,NA,20659,NA
Wed Apr 11 2018,10:30p,Utah Jazz,93,Portland Trail Blazers,102,Box Score,NA,20186,NA
Wed Apr 11 2018,10:30p,Houston Rockets,83,Sacramento Kings,96,Box Score,NA,17583,NA
Tue Oct 16 2018,8:00p,Philadelphia 76ers,87,Boston Celtics,105,Box Score,NA,18624,NA
Tue Oct 16 2018,10:30p,Oklahoma City Thunder,100,Golden State Warriors,108,Box Score,NA,19596,NA
Wed Oct 17 2018,7:00p,Milwaukee Bucks,113,Charlotte Hornets,112,Box Score,NA,17889,NA
Wed Oct 17 2018,7:00p,Brooklyn Nets,100,Detroit Pistons,103,Box Score,NA,20332,NA
Wed Oct 17 2018,8:00p,New Orleans Pelicans,131,Houston Rockets,112,Box Score,NA,18055,NA
Wed Oct 17 2018,7:00p,Memphis Grizzlies,83,Indiana Pacers,111,Box Score,NA,17923,NA
Wed Oct 17 2018,10:30p,Denver Nuggets,107,Los Angeles Clippers,98,Box Score,NA,19068,NA
Wed Oct 17 2018,7:30p,Atlanta Hawks,107,New York Knicks,126,Box Score,NA,18249,NA
Wed Oct 17 2018,7:00p,Miami Heat,101,Orlando Magic,104,Box Score,NA,19191,NA
Wed Oct 17 2018,10:30p,Dallas Mavericks,100,Phoenix Suns,121,Box Score,NA,18055,NA
Wed Oct 17 2018,10:00p,Utah Jazz,123,Sacramento Kings,117,Box Score,NA,17583,NA
Wed Oct 17 2018,8:30p,Minnesota Timberwolves,108,San Antonio Spurs,112,Box Score,NA,18354,NA
Wed Oct 17 2018,7:30p,Cleveland Cavaliers,104,Toronto Raptors,116,Box Score,NA,19915,NA
Thu Oct 18 2018,8:00p,Chicago Bulls,108,Philadelphia 76ers,127,Box Score,NA,20302,NA
Thu Oct 18 2018,10:30p,Los Angeles Lakers,119,Portland Trail Blazers,128,Box Score,NA,19996,NA
Thu Oct 18 2018,8:00p,Miami Heat,113,Washington Wizards,112,Box Score,NA,20409,NA
Fri Oct 19 2018,7:30p,New York Knicks,105,Brooklyn Nets,107,Box Score,NA,17732,NA
Fri Oct 19 2018,10:30p,Oklahoma City Thunder,92,Los Angeles Clippers,108,Box Score,NA,14816,NA
Fri Oct 19 2018,8:00p,Atlanta Hawks,117,Memphis Grizzlies,131,Box Score,NA,17019,NA
Fri Oct 19 2018,8:30p,Indiana Pacers,101,Milwaukee Bucks,118,Box Score,NA,17341,NA
Fri Oct 19 2018,8:00p,Cleveland Cavaliers,123,Minnesota Timberwolves,131,Box Score,NA,18978,NA
Fri Oct 19 2018,8:00p,Sacramento Kings,129,New Orleans Pelicans,149,Box Score,NA,18337,NA
Fri Oct 19 2018,7:00p,Charlotte Hornets,120,Orlando Magic,88,Box Score,NA,17668,NA
Fri Oct 19 2018,8:00p,Boston Celtics,101,Toronto Raptors,113,Box Score,NA,19800,NA
Fri Oct 19 2018,10:30p,Golden State Warriors,124,Utah Jazz,123,Box Score,NA,18306,NA
Sat Oct 20 2018,8:00p,Detroit Pistons,118,Chicago Bulls,116,Box Score,NA,21289,NA
Sat Oct 20 2018,8:30p,Minnesota Timberwolves,136,Dallas Mavericks,140,Box Score,NA,20205,NA
Sat Oct 20 2018,9:00p,Phoenix Suns,91,Denver Nuggets,119,Box Score,NA,19592,NA
Sat Oct 20 2018,7:00p,Brooklyn Nets,112,Indiana Pacers,132,Box Score,NA,17007,NA
Sat Oct 20 2018,10:30p,Houston Rockets,124,Los Angeles Lakers,115,Box Score,NA,18997,NA
Sat Oct 20 2018,8:00p,Charlotte Hornets,113,Miami Heat,112,Box Score,NA,19600,NA
Sat Oct 20 2018,7:30p,Boston Celtics,103,New York Knicks,101,Box Score,NA,19427,NA
Sat Oct 20 2018,7:30p,Orlando Magic,115,Philadelphia 76ers,116,Box Score,NA,20300,NA
Sat Oct 20 2018,10:00p,San Antonio Spurs,108,Portland Trail Blazers,121,Box Score,NA,19461,NA
Sat Oct 20 2018,7:00p,Toronto Raptors,117,Washington Wizards,113,Box Score,NA,16185,NA
Sun Oct 21 2018,6:00p,Atlanta Hawks,133,Cleveland Cavaliers,111,Box Score,NA,19432,NA
Sun Oct 21 2018,8:00p,Golden State Warriors,98,Denver Nuggets,100,Box Score,NA,19520,NA
Sun Oct 21 2018,9:00p,Houston Rockets,112,Los Angeles Clippers,115,Box Score,NA,16149,NA
Sun Oct 21 2018,7:00p,Sacramento Kings,131,Oklahoma City Thunder,120,Box Score,NA,18203,NA
Mon Oct 22 2018,7:30p,Orlando Magic,93,Boston Celtics,90,Box Score,NA,18624,NA
Mon Oct 22 2018,8:30p,Chicago Bulls,109,Dallas Mavericks,115,Box Score,NA,19291,NA
Mon Oct 22 2018,10:30p,Phoenix Suns,103,Golden State Warriors,123,Box Score,NA,19596,NA
Mon Oct 22 2018,10:30p,San Antonio Spurs,143,Los Angeles Lakers,142,Box Score,OT,18997,NA
Mon Oct 22 2018,8:00p,New York Knicks,113,Milwaukee Bucks,124,Box Score,NA,16228,NA
Mon Oct 22 2018,8:00p,Indiana Pacers,91,Minnesota Timberwolves,101,Box Score,NA,10371,NA
Mon Oct 22 2018,10:00p,Washington Wizards,125,Portland Trail Blazers,124,Box Score,OT,19187,NA
Mon Oct 22 2018,7:30p,Charlotte Hornets,106,Toronto Raptors,127,Box Score,NA,19800,NA
Mon Oct 22 2018,9:00p,Memphis Grizzlies,92,Utah Jazz,84,Box Score,NA,18306,NA
Tue Oct 23 2018,9:00p,Sacramento Kings,112,Denver Nuggets,126,Box Score,NA,13214,NA
Tue Oct 23 2018,7:00p,Philadelphia 76ers,132,Detroit Pistons,133,Box Score,OT,14418,NA
Tue Oct 23 2018,8:00p,Los Angeles Clippers,109,New Orleans Pelicans,116,Box Score,NA,14625,NA
Wed Oct 24 2018,7:00p,Dallas Mavericks,104,Atlanta Hawks,111,Box Score,NA,16705,NA
Wed Oct 24 2018,8:00p,Charlotte Hornets,110,Chicago Bulls,112,Box Score,NA,19170,NA
Wed Oct 24 2018,7:00p,Brooklyn Nets,102,Cleveland Cavaliers,86,Box Score,NA,19432,NA
Wed Oct 24 2018,10:30p,Washington Wizards,122,Golden State Warriors,144,Box Score,NA,19596,NA
Wed Oct 24 2018,8:00p,Utah Jazz,100,Houston Rockets,89,Box Score,NA,18055,NA
Wed Oct 24 2018,7:30p,New York Knicks,87,Miami Heat,110,Box Score,NA,19600,NA
Wed Oct 24 2018,9:30p,Philadelphia 76ers,108,Milwaukee Bucks,123,Box Score,NA,17341,NA
Wed Oct 24 2018,10:00p,Los Angeles Lakers,131,Phoenix Suns,113,Box Score,NA,18055,NA
Wed Oct 24 2018,10:00p,Memphis Grizzlies,92,Sacramento Kings,97,Box Score,NA,14198,NA
Wed Oct 24 2018,8:30p,Indiana Pacers,116,San Antonio Spurs,96,Box Score,NA,18354,NA
Wed Oct 24 2018,7:30p,Minnesota Timberwolves,105,Toronto Raptors,112,Box Score,NA,19800,NA
Thu Oct 25 2018,7:00p,Cleveland Cavaliers,103,Detroit Pistons,110,Box Score,NA,15896,NA
Thu Oct 25 2018,10:30p,Denver Nuggets,114,Los Angeles Lakers,121,Box Score,NA,18997,NA
Thu Oct 25 2018,8:00p,Boston Celtics,101,Oklahoma City Thunder,95,Box Score,NA,18203,NA
Thu Oct 25 2018,7:00p,Portland Trail Blazers,128,Orlando Magic,114,Box Score,NA,15114,NA
Fri Oct 26 2018,7:00p,Chicago Bulls,106,Charlotte Hornets,135,Box Score,NA,15220,NA
Fri Oct 26 2018,8:00p,Los Angeles Clippers,133,Houston Rockets,113,Box Score,NA,18055,NA
Fri Oct 26 2018,8:00p,Milwaukee Bucks,125,Minnesota Timberwolves,95,Box Score,NA,16334,NA
Fri Oct 26 2018,8:00p,Brooklyn Nets,115,New Orleans Pelicans,117,Box Score,NA,15272,NA
Fri Oct 26 2018,7:30p,Golden State Warriors,128,New York Knicks,100,Box Score,NA,19812,NA
Fri Oct 26 2018,10:00p,Washington Wizards,112,Sacramento Kings,116,Box Score,NA,14101,NA
Fri Oct 26 2018,7:30p,Dallas Mavericks,107,Toronto Raptors,116,Box Score,NA,19800,NA
Sat Oct 27 2018,7:30p,Chicago Bulls,97,Atlanta Hawks,85,Box Score,NA,15549,NA
Sat Oct 27 2018,7:30p,Indiana Pacers,119,Cleveland Cavaliers,107,Box Score,NA,19432,NA
Sat Oct 27 2018,7:00p,Boston Celtics,109,Detroit Pistons,89,Box Score,NA,18120,NA
